Informant,response mantel 8.4,Comments
MI12A,"a mantel, a shelf, clock shelf",
MI12B,mantel,in dining room
MI13A,shelf,
MI13B,mantel,
MI14A,"a shelf, clock shelf",clock shelf: on wall
MI14B,clock shelf,
MI14C,"a shelf, a mental, clock shelf",
MI15A,"a shelf, clock shelf",clocks
MI15B,"a mantel, a shelf",only a shelf
MI16A,NR,no fireplaces
MI16B,mantelpiece,for ornament
MI16C,mantel,
MI17A,shelf,
MI17B,"a shelf, shelf",
MI18A,"a shelf, clock shelves",
MI18B,"a mantel, a mantelshelf",
MI19,mantel,
MI20A,mantel,
MI20B,the mantel,
MI21A,"shelf, mantel",
MI21B,"a little shelf, clock shelf",
MI21C,a shelf,
MI22,NR,
MI23A,"mantel, a shelf",a shelf in front
MI23B,mantel,
MI23C,NR,no open fireplaces
MI24A,"a mantel, a shelf",a shelf on wall
MI24B,"mantel, mantelshelf, clock shelf",
MI24C,"mantel, a shelf","a shelf in corner, for clock"
MI24D,"a shelf, what nots, clock shelf",a shelf = mantel; what nots: 4-5 shelves; clock shelf: 2.5'-3' long
MI25A,mantel,conversationals
MI25B,"mantel, clock shelf",mantel; clock shelf: in kitchen
MI26A,shelf,steeple clock
MI26B,"mantel, clock shelf",
MI27A,shelf,above it
MI27B,a shelf,
MI28A,mantel,
MI28B,mantel,
MI29A,"the mantel, a bracket, clock shelf",
MI29B,"mantel, clock shelf",mantel: over fireplace
MI29C,"mantel, shelf, clock shelf",shelf: in kitchen
MI29D,mantel,
MI29E,mantel,
MI30A,mantel,suggested
MI30B,mantel,weak final
NH48,mantelpiece,
NH50,mantelpiece,
NH51,"shelf, mantel",mantel: sometimes
NH63,mantelpiece,
NH67,mantel,
NH68,mantelpiece,careful
NH75,mantel,
NH100,"mantel, mantelshelf",
NH101,mantel,
NH117,"mantel, mantelpiece",mantel piece: is the old term we should call it
NH118,"mantel, shelf",shelf: rare
NH128,mantelpiece,
NH129,mantel,
NH130,mantel,
NH132,"shelf, mantel",shelf: over fireplace; mantel: at side of room
NH144,mantelpiece,
NH156,mantel,
NH157,mantelshelf,
NH158,mantelpiece,
NH159,mantel,
NH163,"mantel, mantelshelf",
NH164,"mantel, mantelpiece",
NH165,"fireplace shelf, mantelshelf","mantel shelf: older, suggested"
NH166,"mantel, mantelshelf",mantel shelf: older
NH167,mantel,
NH170,mantel,
NH171,mantelpiece,
NH172,mantel,
NH173,mantelpiece,
NH174,"chimney shelf, chimney piece, mantelpiece",mantel piece: suggested
NH175,mantel,
NH176,"mantel, shelf",
NH177,mantel,
NH178,mantelpiece,
NH179,mantelshelf,
NH180,mantel,
NH181,mantel,
NH219,mantel,
NH220,"mantelpiece, shelf",
NH223,mantelpiece,
NH224,"mantel, shelf",mantel: old; shelf: new
NH334,mantelpiece,
NH335,"mantel, mantelshelf",
NH336,mantel,
NH352,mantelpiece,
NH353,mantel,
NH354,mantel,
NH355,"fire shelf, mantelpiece",fire shelf: lower one; mantel piece: upper
NH356,mantelpiece,
NH357,mantelpiece,
NH374,NR,doesn't know about fireplaces
NH375,missing,
NH376,mantel,
NY412,mantelpiece,
NY413,"mantel, mantelpiece",
NY414,mantelpiece,
NY415,"mantel, mantelpiece",
OH1A,mantelpiece,
OH1B,mantel,
OH1C,mantel,
OH2A,mantel,
OH2B,mantel,
OH3A,mantel,
OH3B,mantelshelf,
OH4A,mantel,
OH4B,mantel,
OH5A,mantelpiece,
OH5B,mantelpiece,
OH5C,mantel,
OH6A,mantelpiece,
OH6B,mantel,
OH7A,mantel,
OH7B,mantel,
OH8A,mantelpiece,
OH8B,mantelpiece,
OH8C,mantelpiece,
OH8D,mantelpiece,
OH8E,mantelpiece,
OH9A,mantel,
OH9B,mantel,
OH9C,mantel,
OH9D,mantel,
OH10A,mantel,
OH10B,mantel,
OH11A,mantel,
OH11B,mantelpiece,
OH12A,mantel,
OH12B,mantelboard,
OH12C,mantel,
OH12D,mantel,
OH13A,"a shelf, clock shelf",
OH13B,mantel,
OH14A,mantel,
OH14B,the mantel,
OH15A,mantel,
OH15B,mantel,
OH16A,"mantel, clock shelf",
OH16B,a mantel,
OH16C,mantel,
OH17A,mantel,
OH17B,mantel,
OH17C,mantel,
OH17D,mantel,
OH18A,mantel,
OH18B,mantel,
OH18C,mantel,
OH19A,a mantel,
OH19B,a single shelf,mantel or clock on
OH19C,a mantelboard,
OH20A,mantel,
OH20B,mantel,
OH21A,mantels,
OH21B,mantel,
OH21C,a mantel,
OH21D,mantel,
OH22A,"mantel, mantels",
OH22B,mantel,
OH23A,a mantel,
OH23B,"mantelpiece, clock shelf",leave the piece off
OH23C,mantel,
OH24A,mantel,
OH24B,mantel,
OH25,mantels,
OH26A,mantel,
OH26B,mantelpiece,
OH27A,mantel,
OH27B,mantel,
OH28A,"mantelpiece, mantel",this
OH28B,mantel,
OH28C,"mantelpiece, mantel",
OH29A,mantel,crane to hand pots on
OH29B,mantel,
OH30A,mantel,
OH30B,mantel,
OH31A,mantel,
OH31B,mantel,
OH31C,mantel,
OH32A,mantel,
OH32B,mantel,
OH32C,mantel,
OH32D,mantel,
OH33A,NR,
OH33B,mantel,
OH34A,the mantel,
OH34B,"the shelf, the mantel",
OH34C,the mantel,only name
OH34D,mantel,
OH35A,mantel,
OH35B,mantel,
OH36A,mantel,
OH36B,"the mantel, mantel",
OH37A,mantel,
OH37B,mantel,
OH37C,mantel,
OH37D,the mantel,
OH37E,mantel,
OH37F,"mantelpiece, mantel",
OH37G,mantel,
OH38A,a mantel,
OH38B,"a mantel, a shelf, mantelpiece",a shelf a crane in it
OH39A,mantel,"shelf for clock, brass clock, to distinguish from grandfather clock, which had wooden wheels. Nasal in mantel may be [IPA]"
OH39B,mantel,crane: to hang pots on
RI11,"mantel, shelf",mantel: over a fireplace; shelf: anywhere
RI17,"mantel, shelf",shelf: old-fashioned word
RI18,mantel,suggested by husband
RI19,"shelf, mantel, mantelshelf",
RI20,mantel,
RI23,"mantel, mantelpiece",
RI44,"shelf, mantel","suggested mantel, Mr. M wouldn't use word"
RI71,mantel,
RI110,"mantel, shelf above",
RI111,mantel,
RI114,"mantel, mantelpiece",mantel piece: suggested
RI115,mantelpiece,
RI116,mantelpiece,
RI121,mantel,I can recollect
RI122,mantelpiece,
RI134,mantelpiece,
RI138,mantel,
RI143,mantelpiece,set it on the hearth
RI161,"mantel, mantelpiece, mantel tree piece, the mantel, mantelshelf","mantel piece: we used to say; mantel tree piece: oldest form, old aunt said [mantel shelf]"
RI194,"mantelpiece, jams",jams: side of fire place
RI259,mantelpiece,
RI288,"mantel, shelf",shelf in kitchen
RI290,"mantel, mantelpiece, mantelshelf",mantel: older; mantel piece: usual
RI342,"a shelf, mantelpiece","a shelf in the closet or back hall; mantel piece: more natural, put canned goods on"
VT31,"mantel tree, mantelpiece",mantel tree: of stone over fireplace; mantel piece: of board
VT42,mantel,
VT98,"mantel, mantelshelf","probably different, parts of the whole"
VT99,mantel,strong plosive
VT162,mantel,
VT168,"mantel, leesel",leesel: older
VT169,mantelpiece,
VT182,"mantel, mantelpiece",
VT212,mantel,
VT213,mantel,
VT214,mantel,
VT231,shelf,
VT232,mantelpiece,
VT236,NR,not really familiar with fireplaces
VT237,NR,no fireplaces used here
VT238,mantel,
VT239,mantel,
VT240,"mantel, shelf",
VT241,"mantelpiece, mantel",
VT242,shelf,
VT243,mantel,
VT244,clock shelf,"is very similar, but not over a fireplace"
VT245,mantel,suggested by wife
VT256,mantelpiece,
VT257,mantelshelf,
VT263,mantel,
VT264,mantel,suggested
VT265,mantel,response to 8.2 b
VT275,mantelpiece,
VT276,mantel,
VT277,mantelpiece,
VT278,mantel,
VT279,missing,
VT280,mantel,
VT281,mantelpiece,
VT314,mantel,
VT315,mantel,
VT316,mantel,
VT317,mantel,
VT323,mantel,
VT324,mantel,
VT337,mantelshelf,
VT338,"mantel, mantelpiece",
VT339,mantel,
VT340,mantelpiece,
VT341,"mantel, mantelshelf",
VT343,mantelshelf,
VT345,mantelshelf,
VT346,mantelpiece,
VT347,mantel,
VT348,mantel,
VT351,"shelf, mantelpiece",mantel piece: rare
WI1A,NR,"no fireplaces used here in early days except in a very few houses - then, mostly for show. These terms are heard not known from experience. Had wood stove and backs"
WI1B,mantel,no fireplaces used here
WI2A,mantel,
WI2B,mantel,
WI3A,NR,"no fireplaces, early in this settlement; stove only"
WI3B,mantel,
WI4A,NR,doesn't know about fireplaces; none in his early days; only stoves
WI4B,NR,no fireplaces here
WI5A,NR,fireplaces unfamiliar; mostly stoves used
WI5B,mantel,"informant remembers fireplaces being in some old houses, but [hearth] is the only term he remembers"
WI5C,shelf,informant says he clearly remembers fireplaces in some early houses but couldn't think of names for parts
WI6A,NR,doesn't remember names of parts for fireplaces
WI6B,mantel,
WI7A,NR,
WI7B,NR,
WI8A,NR,"didn't have fireplaces, doesn't know terms"
WI8B,NR,doesn't know about fireplaces; had only stoves
WI9A,NR,"no early fireplaces hereabouts, knows none of the terms"
WI9B,mantel,"terms from reading, not experience"
WI10A,NR,no fireplaces at all in this section of the country
WI10B,NR,"had no fireplaces, knows no terms"
WI11A,NR,"remembers only one fireplace, but not names for parts"
WI11B,mantel,there were fireplaces in older houses but informant never built a fire in one doesn't know parts well knows the word [andirons] as a modern one early fireplaces didn't use them
WI12A,NR,"only 1 fireplace in settlement, doesn't know names of parts"
WI12B,mantel,never lived in a house with a fireplace
WI13A,NR,no fireplace in the earliest houses hereabout; knows of terms
WI13B,mantel,"a shelf with nothing underneath since there was no fireplace; made by her father, of wood, painted to imitate marble; at fireplace mantel height"
WI14A,mantel,informant not well acquainted with fireplaces
WI14B,mantel,
WI15A,mantelpiece,
WI15B,NR,can remember that one or two other houses in the settlement were known to have fireplaces. Doesn't know terms for parts
WI16A,NR,"fireplaces in old houses have had no shelf above; no andirons. Draft below wood was achieved by having a depression in stone floor of fireplace. Some of brick some of stones (former made locally). Pots were put on an iron-barred platform something like a saw-horse, which could be take out or put in at will. firewood below this. front of fireplace flush with inside wall, back built out beyonf outer wall of house. 4' wide or so, 4' high, 3' deep"
WI16B,NR,
WI17B,mantelpiece,full width of fireplace
WI17NA,"mantelpiece, crane",crane [pic]
WI18A,mantelpiece,
WI18B,mantel,
WI19A,warming oven,above stoves there was a warming oven
WI19B,NR,"fireplaces were before informant's time; doesn't know terms; used stove [IPA], square, cast iron, 18'x24'"
WI20,"mantel, mantelpiece","[l] in mantel not dark, mantel piece suggested"
WI21A,mantel,
WI21B,mantel,used now
WI22A,NR,didn't have fireplace around here; unacquainted with terms for parts
WI22B,"mantel, mantelshelf",
WI23A,NR,no fireplace - only stoves
WI23B,NR,no fireplaces in the colony. Doesn't know terms used only stoves
WI24A,mantel,
WI24B,NR,had no fireplaces doesn't know terms
WI25A,mantel,
WI25B,NR,no fireplaces in even earliest houses hereabouts - only stoves doesn't know terms
WI26A,mantelpiece,
WI26B,NR,doesn't know a thing about them [fireplaces]
